Date,Agency,Category,Title,Link
4. August 2026,Martin King,Post,"Congratulations 18,000 Members Strong!",https://www.linkedin.com/feed/update/urn:li:activity:7490264293339279362/
4. August 2026,Maurice Rouillard,Brief,Preclinical Studies for Medical Devices: A Comparative Guide to EU CE Marking and US FDA Clearance/Approval,https://www.linkedin.com/feed/update/urn:li:activity:7490386504834322432/
 3. August 2026,European Medicines Agency,Guidance,Sponsor Guidance: New Safety Module on the Annual Safety Report,https://www.linkedin.com/feed/update/urn:li:activity:7489907927038865408/
 3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: MHRA phase I accreditation scheme,https://www.linkedin.com/feed/update/urn:li:activity:7489907967140642816/
 3. August 2026,MedTech Europe,Report,Driving the Uptake of Medical Technologies in Cancer Care: Bridging Innovation and Access,https://www.linkedin.com/feed/update/urn:li:activity:7489907934794170368/
 3. August 2026,Turkiye Ilac ve Tbbi Cihaz Kurumu,Guidance,Evaluation of Batch Size in Human Medicinal Products with Solid Oral Dosage Forms Before Marketing Authorisation Application,https://www.linkedin.com/feed/update/urn:li:activity:7489892821961887744/
 3. August 2026,USA Food & Drug Administration FDA,Guidance,FDA Assessing Adhesion With Transdermal and Topical,https://www.linkedin.com/feed/update/urn:li:activity:7489907925264621568/
 3. August 2026,USA Food & Drug Administration FDA,Guidance,FDA SOPP 8401: Administrative Processing of Original Biologics License Applications (BLA) and New Drug Applications (NDA),https://www.linkedin.com/feed/update/urn:li:activity:7489907938736893952/
 3. August 2026,USA Food & Drug Administration FDA,Guidance,FDA Assessing the Irritation and Sensitization Potential of Transdermal and Topical Delivery Systems for ANDAs,https://www.linkedin.com/feed/update/urn:li:activity:7489907974124113920/
 3. August 2026,MedTech Leading Voice,Newsletter,MDCG 2026-5 Draws the Line Between Manufacturer and Distributor,https://www.linkedin.com/feed/update/urn:li:activity:7489906164600705024?
3. August 2026,MedTech Leading Voice,Flipbook,"Regulatory Roundup Monday, 3. August 2026",https://www.linkedin.com/feed/update/urn:li:groupPost:12741229-7488858793343205377/?
 3. August 2026,BARBARA PIROLA,Guidance,AMR & THE FUTURE OF PHARMA AND HEALTHCARE Post 1 | The 2026 IDSA Guidance Signals a New Era in the Fight Against Antimicrobial Resistance,https://www.linkedin.com/feed/update/urn:li:activity:7490076863038525440/
 3. August 2026,BARBARA PIROLA,Post,AI in Pharma Promotion AIFA Raises the Regulatory Bar,https://www.linkedin.com/feed/update/urn:li:activity:7489880912512565248/
 3. August 2026,Marina Daineko,Newsletter,The MedTech Weekly Digest (Issue #32),https://www.linkedin.com/feed/update/urn:li:activity:7490085814148866049?
 3. August 2026,Sandra Balseiro,Newsletter,Smart MDR Newsletter 38th Edition is Out Now Is the biggest challenge in MDR and IVDR certification still Notified Body capacity...,https://www.linkedin.com/feed/update/urn:li:activity:7489969030347354114/
 3. August 2026,Sara Rosario,Newsletter,Association of Southeast Asian Nations - ASEAN update on the Guidelines for the Maximum Use Levels of Food Additives.,https://www.linkedin.com/feed/update/urn:li:activity:7490006163598516224/
3. August 2026,ANVISA,Guidance,Ministry of Health Updates Hemotherapy Procedures and Anvisa Guides Transition Period,https://www.linkedin.com/feed/update/urn:li:activity:7484819381278097408?
3. August 2026,Central Drugs Standard Control Organization,Guidance,Medical Device Software under MDR-2017,https://www.linkedin.com/feed/update/urn:li:activity:7485585829671727104?
3. August 2026,Department of Health and Social Care,Guidance,SaBTO Reports and Guidance Documents,https://www.linkedin.com/feed/update/urn:li:activity:7484819404854235136?
3. August 2026,European Commission,Study,Study Supporting the Monitoring of Availability of Medical Devices on the EU Market,https://www.linkedin.com/feed/update/urn:li:activity:7484819395781943296?
3. August 2026,European Commission,Guidance,Advice Provided by the IVD Expert Panel/Influenza Sub-group,https://www.linkedin.com/feed/update/urn:li:activity:7485196902704062466?
3. August 2026,European Commission,Guidance,Member States Summaries of the Annual Reports    ,https://www.linkedin.com/feed/update/urn:li:activity:7485574161440948225?
3. August 2026,European Commission,Guidance,MDCG 2026-5: UDI Assignment between Manufacturers and Distributors,https://www.linkedin.com/feed/update/urn:li:activity:7486003885245972480/
3. August 2026,European Union Agency for Cybersecurity (ENISA),Guidance,Procurement Guidelines for the Cybersecurity of Hospitals and Healthcare Providers,https://www.linkedin.com/feed/update/urn:li:activity:7486005913393401856/
3. August 2026,European Medicines Agency,Guidance,EMA Publishes Updated Terms of Reference for International Regulatory Collaboration Clusters,https://www.linkedin.com/feed/update/urn:li:activity:7484834536586055680?
3. August 2026,European Medicines Agency ,CECP,Expert Decision and Opinion in the Context of the Clinical Evaluation Consultation Procedure (CECP): Dual Chamber Leadless Pacemaker,https://www.linkedin.com/feed/update/urn:li:activity:7484834541170302976/
3. August 2026,European Medicines Agency,Concept Paper,Concept paper on the revision of the guideline on pharmaceutical fixed combination products,https://www.linkedin.com/feed/update/urn:li:activity:7486355111280164864/
3. August 2026,European Medicines Agency,Concept Paper,Concept paper on revision of: Guideline on similar biological medicinal products,https://www.linkedin.com/feed/update/urn:li:activity:7486356605022793728/
3. August 2026,European Medicines Agency,Guidance,Guideline on data requirements to support in-use stability claims for veterinary vaccines,https://www.linkedin.com/feed/update/urn:li:activity:7486358351304491010/
3. August 2026,Health Canada,Notice,Improving Access to Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7484910045479112704/
3. August 2026,Health Canada,Consultation,Consultation on a Proposed Pilot Approach to Prioritize Certain Generic Drug Submissions Involving Domestic Manufacturing Within the Review Queue,https://www.linkedin.com/feed/update/urn:li:activity:7484819381630390272?
3. August 2026,Health Products Regulatory Authority (HPRA),Guidance,Labelling of Cosmetic Fragrance Allergens,https://www.linkedin.com/feed/update/urn:li:activity:7485587957379235841?
3. August 2026,ISO - International Organization for Standardization,Standards,Update June 1 to July 1 2026,https://www.linkedin.com/feed/update/urn:li:activity:7485176956263596032?
3. August 2026,Medical Device Authority,Announcement,Transition to Fully Online Product Classification Application Process,https://www.linkedin.com/feed/update/urn:li:activity:7485200652340637697?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Report,Patient Safety Commissioner Annual Report 2025  ,https://www.linkedin.com/feed/update/urn:li:activity:7484819399724544000?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Custom-made Devices in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7485196899893989376?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Medical Devices: Legal Requirements for Specific Medical Products,https://www.linkedin.com/feed/update/urn:li:activity:7485196882642677761?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register Medical Devices to Place on the Market,https://www.linkedin.com/feed/update/urn:li:activity:7485196921591009280?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register to Make Submissions to the MHRA,https://www.linkedin.com/feed/update/urn:li:activity:7485576843488694272
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations for medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7480148117560995841/
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Determining if a clinical investigations is required,https://www.linkedin.com/feed/update/urn:li:activity:7486363458599575553/
3. August 2026,Medical Device Single Audit Program MDSAP,Pilot Program,Extension of the Pilot Program Allowing Medical Device Organizations (MDOs) to Participate in MDSAP,https://www.linkedin.com/feed/update/urn:li:activity:7485196953044213760?
3. August 2026,Swissmedic,Forms,Swissmedic Forms for July 2026,
3. August 2026,Swissmedic,Checklist,Checklist for the Inspection of Medical Device Vigilance in Hospitals,https://www.linkedin.com/feed/update/urn:li:activity:7484834531267620864?
3. August 2026,Swissmedic,Guidance,Performance studies of IVD,https://www.linkedin.com/feed/update/urn:li:activity:7480123504835665920/
3. August 2026,Swissmedic,Guidance,Information on the Marketing Authorisation Holder in Public Advertising,https://www.linkedin.com/feed/update/urn:li:activity:7486002517617758208/
3. August 2026,Therapeutic Goods Administration,Guidance,Advertising to Health Professionals so that Consumer Rules Do Not Apply,https://www.linkedin.com/feed/update/urn:li:activity:7485580330679140352?
3. August 2026,Therapeutic Goods Administration,Guidance,Applying the Advertising Code Rules: Price Information,https://www.linkedin.com/feed/update/urn:li:activity:7485578607239602176?
3. August 2026,USA Food & Drug Administration FDA,Guidance,FDA Hemodialysis Blood Tubing Sets - Premarket Notification (510(k)) Submissions,https://www.linkedin.com/feed/update/urn:li:activity:7486353093429870592/
3. August 2026,USA Food & Drug Administration FDA,Guidance,CDER New and Revised Draft Guidances Planned for Publication in Calendar Year 2026,https://www.linkedin.com/feed/update/urn:li:activity:7485639758673797121?
3. August 2026,World Health Organization,Guidance,List of Transitional WHO Listed Authorities for Medical Devices (tWLAs-MD) as of 1 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7484819381928169472?
3. August 2026,World Health Organization,Guidance,WHO Drug Information Volume 40 Number 2 (2026),https://www.linkedin.com/feed/update/urn:li:activity:7485196878674993152?
3. August 2026,World Health Organization,Guidance,Establishing a National Programme for Guideline Adaptation: Key Steps and Functions,https://www.linkedin.com/feed/update/urn:li:activity:7485644654634483712?
3. August 2026,World Health Organization,Report,WHO Global Traditional Medicine Centre: Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7486007846313132033/
2. August 2026,BARBARA PIROLA,Post,1067 BEST PRACTICES FOR THE MANUFACTURE AND QUALITY CONTROL OF RECOMBINANT ADENO-ASSOCIATED VIRUS GENE THERAPY PRODUCTS,https://www.linkedin.com/feed/update/urn:li:activity:7489567842699481088/
2. August 2026,Sourabh Bansal,Post,FAILURE MODE EFFECT ANALYSIS FOR BLISTER PACKING MACHINE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7489578284519718912/
2. August 2026,Bhaskar Napte ~ Pharma Coach,Post,"CTD Authoring, eCTD Publishing & Lifecycle Management Understanding the CTD structure and its content is a career advantage no matter which function you work in.",https://www.linkedin.com/feed/update/urn:li:activity:7489593632950345728/
2. August 2026,MedTech Leading Voice,Article/Video,The QA/RA Week that Was 26. July - 1. August 2026,https://www.linkedin.com/feed/update/urn:li:activity:7489598801867935744?
1. August 2026,Abebe Kassahun,Virtual Event,Grand African Virtual Pharma B2B Meeting 2026 – Edition ,https://www.linkedin.com/feed/update/urn:li:activity:7489010552069922816/
1. August 2026,BARBARA PIROLA,Infographic,FDA LEADER 3D - Part 3 Why Natural History Studies May Be One of the Most Strategic Investments in Rare Disease Development,https://www.linkedin.com/feed/update/urn:li:activity:7489019278453800960/
1. August 2026,BARBARA PIROLA,Guidance,Biosimilar and Interchangeable Biosimilar Products: Considerations for Container Closure Systems and Device Constituent Parts Biosimilar = Copy.,https://www.linkedin.com/feed/update/urn:li:activity:7489193199916474369/
1. August 2026,Dr C. Sheela Sasikumar Ph D,News,"CDSCO issues guidance clarifying regulatory pathway for AI, software-based medical devices.....",https://www.linkedin.com/feed/update/urn:li:activity:7489169347819556864/
1. August 2026,EU Digital & Tech,Post,A big step for AI in Europe.,https://www.linkedin.com/feed/update/urn:li:activity:7488984937501704193/
1. August 2026,European Directorate for the Quality of Medicines & HealthCare (EDQM),News,CEP database that enables users to download the complete dataset relating to Certificates of Suitability to the monographs of the European Pharmacopoeia (CEPs).,https://www.linkedin.com/feed/update/urn:li:activity:7488996878458621953/
1. August 2026,Hadi Danawi,Event,MENASA Group Second Annual Summit agenda,https://www.linkedin.com/feed/update/urn:li:activity:7489055598525739008/
1. August 2026,Nick Dennison,Post,Are life sciences companies overbuying regulatory technology?,https://www.linkedin.com/feed/update/urn:li:activity:7488995730855051264/
1. August 2026,Rabiea,Post,You do not need a science PhD,https://www.linkedin.com/feed/update/urn:li:activity:7488989573230919680/
1. August 2026,Sourabh Bansal,Post,FAILURE MODE EFFECT ANALYSIS REPORT FOR AUTO CAPSULE FILLING MACHINE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7489121820973953025/
1. August 2026,USA Food & Drug Administration FDA,Guidance,Draft guidance to clarify recommendations and expectations about the development of delivery devices and container closure systems for biosimilar and interchangeable biosimilar medications.,https://www.linkedin.com/feed/update/urn:li:activity:7488997013389381633/
31. July 2026,ANVISA,List,ANVISA Publishes Updated List of Brazilian Common Denominations (DCBs),https://www.linkedin.com/feed/update/urn:li:activity:7488833046532669440/
31. July 2026,"Department of Health, HKSAR Government",Guidance, Guidance Notes for Listing Class II/III/IV General Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488830650553196544/
31. July 2026,International Council for Harmonisation,Guidance,(ICH) Updated support package published for ICH M8: Electronic Common Technical Document (eCTD),https://www.linkedin.com/feed/update/urn:li:activity:7488827135617392640/
31. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Magnetic Resonance Imaging Equipment in Clinical Use,https://www.linkedin.com/feed/update/urn:li:activity:7488823456931770368/
31. July 2026,World Health Organization,Report,Key ingested per- and poly-fluoroalkyl substances (PFAS) and their health effects: landscape review,https://www.linkedin.com/feed/update/urn:li:activity:7488839847022051328/
31. July 2026,World Health Organization,Framework,"Towards a greener pharmaceuticals' regulatory highway",https://www.linkedin.com/feed/update/urn:li:activity:7488838076471967744?
31. July 2026,"EU Science, Research and Innovation",Post,Japan has officially joined Horizon Europe!,https://www.linkedin.com/feed/update/urn:li:activity:7488614770791669761/
31. July 2026,Akanksha Jain,Guidance,FDA Releases Three New Cancer Clinical Trial Eligibility Guidance Documents Date of Release: 27 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7488790569004064768/
31. July 2026,BARBARA PIROLA,Infographic,"When Can a Biomarker Become More Valuable Than a Clinical Endpoint For decades, drug development has followed a simple principle:",https://www.linkedin.com/feed/update/urn:li:activity:7488648202477277184/
31. July 2026,BARBARA PIROLA,Report,"What builds trust: achievements or transparency Lessons from MHRA, EMA and FDA",https://www.linkedin.com/feed/update/urn:li:activity:7488838222387740672/
31. July 2026,Christine Lee,White Paper,An Auditors View of a Modern Quality Management System,https://www.linkedin.com/feed/update/urn:li:activity:7488957826363670528/
31. July 2026,Christine Lee,Webinar,Still Running Production on Paper? How MES Creates Real-Time Shop-Floor Visibility,https://www.linkedin.com/feed/update/urn:li:activity:7488959930700365825/
31. July 2026,Fayeque Peerzade,Video,One bad message can contaminate a chat you have spent months refining.,https://www.linkedin.com/feed/update/urn:li:activity:7488642027228811264/
31. July 2026,MedTech Leading Voice,Article/Video,"Preview: Regulatory Roundup Monday, 3. August 2026 Click on the article to learn more",https://www.linkedin.com/feed/update/urn:li:activity:7488856437583147008/
31. July 2026,Pharmaguide Hub,Post,FAILURE MODE EFFECT ANALYSIS REPORT FOR AUTO COATING MACHINE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7488747315869188096/
31. July 2026,Sergio Oliveira de Moraes,Infographic,ANVISA Updates List of Brazilian Common Denominations (DCBs),https://www.linkedin.com/feed/update/urn:li:activity:7488920605078126592/
31. July 2026,Steve Gompertz,Video,Here's a question that usually generates some debate: Can you claim preventive action after a nonconformance has already occurred?,https://www.linkedin.com/feed/update/urn:li:activity:7488973879269527552/
31. July 2026,Yan Kugel,Webinar,Modernizing Quality Operations for Scaling Life Sciences Manufacturers,https://www.linkedin.com/feed/update/urn:li:activity:7488918485411016705/
30. July 2026,European Union Agency for Cybersecurity (ENISA),Guidance,Secure by Design and Default Playbook: A Practical Guide to Secure by Design and Default Principles for SMEs,https://www.linkedin.com/feed/update/urn:li:activity:7488574123569360896/
30. July 2026,Health Canada,Portal,Sante Canada launches new clinical trial search portal and issues guidance on trial registration and results disclosure,https://www.linkedin.com/feed/update/urn:li:activity:7488477357427703812/
30. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Ambient Voice Technology-Enabled Products: Device Qualification and Classification,https://www.linkedin.com/feed/update/urn:li:activity:7488465072013348865/
30. July 2026,Swissmedic,Guidance,Responsibilities of Healthcare Professionals and Third Parties for the Maintenance of Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488467970642436096/
30. July 2026,USA Food & Drug Administration FDA,Classification,FDA establishes new Class II device classification for phase-changing fiducial markers used in radiation therapy,https://www.linkedin.com/feed/update/urn:li:activity:7488474023631261696/
30. July 2026,USA Food & Drug Administration FDA,Fees,FDA FY2027 MDUFA Small Business Determination application window,https://www.linkedin.com/feed/update/urn:li:activity:7488480510910976000/
30. July 2026,BARBARA PIROLA,Report,Education to Advance and Empower Rare Disease Drug Developers What if the biggest challenge in drug development isn't finding a treatment,https://www.linkedin.com/feed/update/urn:li:activity:7488445116811091968/
30. July 2026,Brian Newbery,Flipbook,Top Mistakes to Avoid During the Implementation of an ISO 13485:2016 Quality Management System.,https://www.linkedin.com/feed/update/urn:li:activity:7488562770401996801/
30. July 2026,Dr. Paul R. Palmer,Webinar,Building a Pharmaceutical Facility requires many hands,https://www.linkedin.com/feed/update/urn:li:activity:7488567878103793668/
30. July 2026,Leonard (Leo) Eisner,Infographic,The EMF exposure work I flagged earlier cleared its next gate on 10 July (62A/1754/CD).,https://www.linkedin.com/feed/update/urn:li:activity:7488264971357798401/
30. July 2026,MedTech Leading Voice,Webinar Event,AI is moving from experimentation to everyday practice in life sciences.,https://www.linkedin.com/feed/update/urn:li:activity:7488544367213809665/
30. July 2026,Nataliya Nedkova,Infographic,"Every successful life sciences product relies on clear, compliant communication from clinical development to market launch.",https://www.linkedin.com/feed/update/urn:li:activity:7488513193158455298/
30. July 2026,Rabiea,Post,You trained 5 years for THIS?,https://www.linkedin.com/feed/update/urn:li:activity:7488558285227319298/
30. July 2026,Selcuk Akmaz,Post,AI Precision Meets Regulation.,https://www.linkedin.com/feed/update/urn:li:activity:7488537375686430720/
30. July 2026,Steve Gompertz,Post,This week's FDA Warning Letter raises a question that applies to every quality organization: When does a plan stop being a plan and become just a promise?,https://www.linkedin.com/feed/update/urn:li:activity:7488329946117967872/
30. July 2026,Yan Kugel,Podcast,Who do you think should lead the communication in a tech transfer project?,https://www.linkedin.com/feed/update/urn:li:activity:7488524151725666306/
29. July 2026,European Medicines Agency,Guidance,Veterinary Good Pharmacovigilance Practices (VGVP) Rev.1 (Draft),https://www.linkedin.com/feed/update/urn:li:activity:7488088676988526592/
29. July 2026,Health Canada,Consultation,Sante Canada Proposed Changes to the List of Recognized Standards for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488090639151120384/
29. July 2026,Medical Device Single Audit Program (MDSAP),Outcome Statement,2026 Medical Device Single Audit Program (MDSAP) Forum Outcome Statement,https://www.linkedin.com/feed/update/urn:li:activity:7488091194292457472/
29. July 2026,Ministry of Health New Zealand,Guidance,Requesting Adverse Reaction Information,https://www.linkedin.com/feed/update/urn:li:activity:7488090047955619840/
29. July 2026,Ministry of Health New Zealand,Guidance,Adverse Reaction Reporting for Medicines,https://www.linkedin.com/feed/update/urn:li:activity:7488089559923163136/
29. July 2026,South African Health Products Regulatory Authority,Communication,Industry Consultation on e-Reporting VigiFlow Platform (Communication no. PV02-2026/27),https://www.linkedin.com/feed/update/urn:li:activity:7488096306679242752/
29. July 2026,USA Food & Drug Administration FDA,Request,FDA Use of the pH Cycling Test Model as a Testing Procedure for Fluoride Dentifrice Drug Products in Over-the-Counter (OTC) Monograph M021,https://www.linkedin.com/feed/update/urn:li:activity:7488093920426496000/
29. July 2026,USA Food & Drug Administration FDA,Guidance,"Today, FDA published revised draft product-specific guidances (PSGs) for certain peptide drug products.",https://www.linkedin.com/feed/update/urn:li:activity:7487953656919658496/
29. July 2026,Akanksha Jain,Post,"FDA Warning Letter Issued on: July 10, 2026",https://www.linkedin.com/feed/update/urn:li:activity:7488065779381252097/
29. July 2026,Hadi Danawi,Post,"Happy Wednesday July 29, 2026. You can follow MENASA Group on LinkedIn for the latest daily pharma/clinical trials news updates.",https://www.linkedin.com/feed/update/urn:li:activity:748827323837280665
29. July 2026,BARBARA PIROLA,Publication,Bridging DNA Nanotechnology and Engineering Biology with Better Modeling Tools A fascinating new publication highlights how toehold-mediated strand exchange (,https://www.linkedin.com/feed/update/urn:li:activity:7487961767499743232/
29. July 2026,Gabin Cornier,Post,The most interesting part of AIFAs new guidance on AI isnt that it allows AI.,https://www.linkedin.com/feed/update/urn:li:activity:7488176794844692480/
29. July 2026,MedTech Leading Voice,Article/Video,"Regulatory Roundup Monday, 27. July 2026 Article Edition: Just One Click Away: Try out the Copilot Link with each entry.",https://www.linkedin.com/feed/update/urn:li:activity:7488179311053688832/
29. July 2026,Yan Kugel,Webinar,Free Webinar Alert!,https://www.linkedin.com/feed/update/urn:li:activity:7488189662814117888/
29. July 2026,Bhaskar Napte,Webinar,"Start Your Career in Regulatory Affairs with Real, Job-Ready Skills Here's the hard truth about landing an RA job",https://www.linkedin.com/feed/update/urn:li:activity:7488230819187036161/
28. July 2026,AIFA Agenzia Italiana del farmaco ,Guidance,Linee di indirizzo Utilizzo di sistemi di Intelligenza Artificiale nei Materiali Promozionali (Use of Artificial Intelligence Systems in Promotional Materials),https://www.linkedin.com/feed/update/urn:li:activity:7487728889583165441/
28. July 2026,European Medicines Agency,Guidance,Quality and Safety Aspects of RNA Interference and RNA Antisense Oligonucleotide Therapies as Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7487728043931734016/
28. July 2026,Health Canada,Consultation,Sante Canada Pharmaceutical and Life Sciences Sector Task Force,https://www.linkedin.com/feed/update/urn:li:activity:7487727414240915457/
28. July 2026,Medicines and Healthcare products Regulatory Agency,Report,AI Airlock Sandbox Phase 2 Programme Report,https://www.linkedin.com/feed/update/urn:li:activity:7487734038984658944/
28. July 2026,NMPA-National Medical Products Administration,Standards,"Issuance of Amendments to Four Medical Device Industry Standards Including YY 08302011 ""Superficial Tissue Ultrasound Therapy Equipment"" (2026 no. 68)",https://www.linkedin.com/feed/update/urn:li:activity:7487726861137895425/
28. July 2026,Team-NB,Position Paper,Team-NB MDR Certification Process,https://www.linkedin.com/feed/update/urn:li:activity:7487726263948931073/
28. July 2026,USA Food & Drug Administration FDA,Education,CDER ARCs LEADER 3D program published four case studies as part of CDER Accelerating Rare disease Cures (ARC) Programs Learning and Education to ADvance and Empower Rare Disease Drug Developers (LEADER 3D) initiative.,https://www.linkedin.com/feed/update/urn:li:activity:7487556837983158272/
28. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Cancer Clinical Trial Eligibility Criteria: Washout Periods and Concomitant Medications,https://www.linkedin.com/feed/update/urn:li:activity:7487724126640541696/
28. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Cancer Clinical Trial Eligibility Criteria: Performance Status,https://www.linkedin.com/feed/update/urn:li:activity:7487723480554094593/
28. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Cancer Clinical Trial Eligibility Criteria: Laboratory Values,https://www.linkedin.com/feed/update/urn:li:activity:7487725380624232448/
28. July 2026,BARBARA PIROLA,Post,USP's new <1068> Excipient Composition initiative: What if the next big GMP challenge is not impurities...,https://www.linkedin.com/feed/update/urn:li:activity:7487720709746667520/
28. July 2026,Bhaskar Napte ~ Pharma Coach,Webinar,"""I don't have RA experience is it too late for me?"" This is the question I hear most from people in QA, QC, R&D and Manufacturing.",https://www.linkedin.com/feed/update/urn:li:activity:7487706948843401216/
28. July 2026,Christine Lee,Webinar,Why do the same ISO 9001 audit findings keep appearing year after year?,https://www.linkedin.com/feed/update/urn:li:activity:7487881109230256128/
28. July 2026,Hadi Danawi,Post,"Happy Tuesday July 28, 2026. You can follow MENASA Group on for the latest daily pharma/clinical trials news updates.",https://www.linkedin.com/feed/update/urn:li:activity:7487919128813645825/
28. July 2026,Leonard (Leo) Eisner,Timeline,"The whole IEC 60601-1 4th edition picture, in one place.",https://www.linkedin.com/feed/update/urn:li:activity:7487884347253915649/
28. July 2026,Maurice Rouillard,Brief,Where Are We with the Safety-by-Design Principle in the Medical Device Industry vs the Pharmaceutical Industry?,https://www.linkedin.com/feed/update/urn:li:activity:7487756799626977281/
28. July 2026,Sean Smith,Event,"This is an easy YES for me: A room full of MedTech startups, investors, providers and experts.",https://www.linkedin.com/feed/update/urn:li:activity:7487884263267323904/
28. July 2026,Sharmila Bhatt,Post,FDA's final Human Factors guidance takes effect this week August 1 is the practical compliance date.,https://www.linkedin.com/feed/update/urn:li:activity:7487680542973284352/
28. July 2026,Vesh Thakker,Post,"In 1982, a study of 50 R&D teams gave a name to something every engineering org still does.",https://www.linkedin.com/feed/update/urn:li:activity:7487665726129045504/
28. July 2026,Zaid Hernandez,Overview,"If your regulatory audit strategy relies on frantically searching through a 6-month-old email chain to prove a supplier met compliance, you're one auditor's bad morning away from a major non-conformance.",https://www.linkedin.com/feed/update/urn:li:activity:7487612586046156800/
 27. July 2026,European Union Agency for Cybersecurity (ENISA),Consultation,Have Your Say on the Certification of EU Managed Security Services,https://www.linkedin.com/feed/update/urn:li:activity:7487371210633334784/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,The MHRA Approval Process for Clinical Investigations,https://www.linkedin.com/feed/update/urn:li:activity:7487371234700259328/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Investigations in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7487371235031547904/
 27. July 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a Clinical Investigation Proposal for MHRA Assessment The MHRA updated this guidance to clarify submission requirements for medical device clinical investigations.,https://www.linkedin.com/feed/update/urn:li:activity:7487371235690049536/
 27. July 2026,Therapeutic Goods Administration,Standards,Adoption of International Scientific Guidelines in Australia R01/2025,https://www.linkedin.com/feed/update/urn:li:activity:7487371235962753024/
 27. July 2026,European Commission,Regulation,Regulation (EU) 2026/1744 Digital Omnibus on Artificial Intelligence,https://www.linkedin.com/feed/update/urn:li:activity:7487371249099186176/
 27. July 2026,USA Food & Drug Administration FDA,Guidance,FDA Getting a Radiation Emitting Product to Market: Frequently Asked Questions,https://www.linkedin.com/feed/update/urn:li:activity:7487371260348362752/
 27. July 2026,USA Food & Drug Administration FDA,List,FDA List of FDA-Authorized Companion Diagnostic Devices (In Vitro and Imaging Tools),https://www.linkedin.com/feed/update/urn:li:activity:7487371236239507457/
 27. July 2026,Swissmedic,Guidance,Swissmedic eCTD v4.0,https://www.linkedin.com/feed/update/urn:li:activity:7487371248075902976/
 27. July 2026,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use (CHMP) 20-23 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7487384928511307776/
27. July 2026,MedTech Leading Voice,Flipbook,"Regulatory Roundup Monday, 27. July 2026",https://www.linkedin.com/groups/12741229/?highlightedUpdateUrn=urn%3Ali%3Aactivity%3A7487461807549292545&q=highlightedFeedForGroups
 27. July 2026,Sara Rosario,Newsletter,Novel Foods & Ingredients from Genetically Modified Microorganisms.,https://www.linkedin.com/feed/update/urn:li:activity:7487465224426639361/
 27. July 2026,ARNAB RAY,Regulation,"Drugs (11th Amendment) Rules, 2026: Key Regulatory Changes & Their Impact on the Indian AYUSH Industry",https://www.linkedin.com/feed/update/urn:li:activity:7487510007090155520/
 27. July 2026,USA Food & Drug Administration FDA,Guidance,"Today, the FDAs Oncology Center of Excellence is announcing three final guidance documents for clinical investigators that are intended to increase patient participation in clinical trials of oncology drugs.",https://www.linkedin.com/feed/update/urn:li:activity:7487521545532112896/
 27. July 2026,Sourabh Bansal,Post,FAILURE MODE EFFECT ANALYSIS REPORT FOR TABLET COMPRESSION MACHINE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7487386884285849600/
 27. July 2026,Marina Daineko,Newsletter,"Marina Daineko's The MedTech Weekly Digest (Issue 31) A great edition Marina Daineko, thank you",https://www.linkedin.com/feed/update/urn:li:activity:7487411918929063936/
 27. July 2026,Dr C. Sheela Sasikumar,Infographic,CDSCO Accessory vs. Component vs. Sparepart,https://www.linkedin.com/feed/update/urn:li:activity:7487331302925500416/
